"","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","country","city","date","revenue_30"
"682",995920,"el Putxet i el Farró",41.4106,2.1401,"Apartment","Private room",1,1,1,22,1,35,0,"spain","barcelona","2020-07-17",660
"683",996713,"Sant Antoni",41.38068,2.1577,"Guest suite","Entire home/apt",2,1,1,29,1,1125,5,"spain","barcelona","2020-07-17",725
"684",998726,"el Camp de l'Arpa del Clot",41.40753,2.18405,"Apartment","Entire home/apt",4,2,2,185,3,60,8,"spain","barcelona","2020-07-17",4070
"685",1001823,"Sant Antoni",41.37625,2.15267,"Apartment","Private room",2,1,1,79,3,90,0,"spain","barcelona","2020-07-17",2370
"686",1002233,"el Poble Sec",41.37417,2.17041,"Apartment","Entire home/apt",7,4,6,99,3,1124,28,"spain","barcelona","2020-07-17",198
"687",1002372,"el Poblenou",41.39656,2.20684,"Apartment","Entire home/apt",5,3,3,100,1,95,10,"spain","barcelona","2020-07-17",2000
"688",1005399,"la Dreta de l'Eixample",41.38604,2.16723,"Apartment","Entire home/apt",10,5,10,600,3,1125,30,"spain","barcelona","2020-07-17",0
"689",1005420,"el Raval",41.38456,2.16492,"Apartment","Entire home/apt",12,5,12,780,4,90,16,"spain","barcelona","2020-07-17",10920
"690",1007939,"la Vila de Gràcia",41.40338,2.15942,"Apartment","Entire home/apt",4,2,3,85,2,360,1,"spain","barcelona","2020-07-17",2465
"691",1008367,"el Barri Gòtic",41.37877,2.17763,"Apartment","Entire home/apt",2,1,0,55,4,30,13,"spain","barcelona","2020-07-17",935
"692",1008717,"la Dreta de l'Eixample",41.39204,2.16731,"Apartment","Entire home/apt",10,4,11,420,1,365,20,"spain","barcelona","2020-07-17",4200
"693",1010589,"el Poble Sec",41.3738,2.16456,"Apartment","Entire home/apt",6,3,6,99,3,1124,30,"spain","barcelona","2020-07-17",0
"694",1011083,"el Poble Sec",41.37183,2.16566,"Apartment","Entire home/apt",4,1,2,110,3,1125,24,"spain","barcelona","2020-07-17",660
"695",1013104,"el Camp d'en Grassot i Gràcia Nova",41.40871,2.16331,"Apartment","Entire home/apt",7,3,5,110,3,90,21,"spain","barcelona","2020-07-17",990
"696",1014822,"la Font de la Guatlla",41.37067,2.14837,"Apartment","Entire home/apt",6,2,4,100,3,89,0,"spain","barcelona","2020-07-17",3000
"697",1015663,"la Sagrera",41.42239,2.18914,"Apartment","Private room",2,1,1,30,2,30,30,"spain","barcelona","2020-07-17",0
"698",1018050,"la Nova Esquerra de l'Eixample",41.38293,2.15678,"Apartment","Private room",2,1,1,38,2,10,0,"spain","barcelona","2020-07-17",1140
"699",1018053,"el Poble Sec",41.37384,2.16829,"Apartment","Private room",1,1,1,35,3,1125,29,"spain","barcelona","2020-07-17",35
"700",1018647,"la Maternitat i Sant Ramon",41.37673,2.12204,"Apartment","Entire home/apt",4,1,1,50,1,1125,22,"spain","barcelona","2020-07-17",400
"701",1020452,"la Font de la Guatlla",41.37277,2.14655,"Apartment","Entire home/apt",6,3,3,76,6,365,10,"spain","barcelona","2020-07-17",1520
"702",1021297,"la Nova Esquerra de l'Eixample",41.38714,2.14906,"Apartment","Private room",2,1,2,36,2,365,30,"spain","barcelona","2020-07-17",0
"703",1021299,"la Nova Esquerra de l'Eixample",41.3867,2.14793,"Apartment","Private room",2,1,2,42,2,28,25,"spain","barcelona","2020-07-17",210
"704",1021389,"el Poble Sec",41.3724,2.16962,"Condominium","Entire home/apt",4,3,3,130,3,1000,30,"spain","barcelona","2020-07-17",0
"705",1021822,"la Nova Esquerra de l'Eixample",41.37859,2.15357,"Apartment","Private room",4,1,2,25,1,1125,30,"spain","barcelona","2020-07-17",0
"706",1023985,"la Sagrada Família",41.4039,2.17938,"Apartment","Entire home/apt",5,3,4,122,2,365,22,"spain","barcelona","2020-07-17",976
"707",1024587,"la Nova Esquerra de l'Eixample",41.37862,2.15369,"Apartment","Private room",4,1,2,19,1,1124,30,"spain","barcelona","2020-07-17",0
"708",1025705,"Sants",41.37154,2.13443,"Apartment","Entire home/apt",3,1,1,85,3,120,14,"spain","barcelona","2020-07-17",1360
"709",1025707,"la Sagrada Família",41.40196,2.17677,"Apartment","Entire home/apt",6,2,4,101,3,30,30,"spain","barcelona","2020-07-17",0
"710",1026452,"Diagonal Mar i el Front Marítim del Poblenou",41.40156,2.21036,"Apartment","Entire home/apt",6,3,4,123,6,360,30,"spain","barcelona","2020-07-17",0
"711",1027560,"les Corts",41.38499,2.13907,"Apartment","Private room",1,1,1,25,2,365,0,"spain","barcelona","2020-07-17",750
"712",1027732,"la Dreta de l'Eixample",41.39217,2.16359,"Apartment","Entire home/apt",4,2,2,100,2,30,25,"spain","barcelona","2020-07-17",500
"713",1029587,"Provençals del Poblenou",41.40766,2.20295,"Apartment","Entire home/apt",6,2,4,110,3,1125,16,"spain","barcelona","2020-07-17",1540
"714",1031010,"el Poble Sec",41.37179,2.16223,"Apartment","Entire home/apt",2,1,1,60,3,60,0,"spain","barcelona","2020-07-17",1800
"715",1032836,"el Poble Sec",41.37461,2.16318,"Apartment","Entire home/apt",5,2,4,145,3,30,30,"spain","barcelona","2020-07-17",0
"716",1034301,"la Nova Esquerra de l'Eixample",41.38002,2.15471,"Apartment","Private room",3,1,2,40,2,1125,30,"spain","barcelona","2020-07-17",0
"717",1034303,"la Nova Esquerra de l'Eixample",41.3813,2.15542,"Apartment","Private room",4,1,4,40,2,1125,30,"spain","barcelona","2020-07-17",0
"718",1034304,"la Nova Esquerra de l'Eixample",41.38141,2.15624,"Apartment","Private room",2,1,2,40,2,1125,30,"spain","barcelona","2020-07-17",0
"719",1034305,"Sant Antoni",41.37956,2.15533,"Apartment","Private room",4,1,2,40,2,1125,30,"spain","barcelona","2020-07-17",0
"720",1034761,"el Poblenou",41.39481,2.20087,"Apartment","Entire home/apt",4,2,3,120,3,365,23,"spain","barcelona","2020-07-17",840
"721",1034771,"el Raval",41.3822,2.16865,"Apartment","Entire home/apt",6,3,4,98,2,330,28,"spain","barcelona","2020-07-17",196
"722",1036032,"la Sagrada Família",41.40788,2.17311,"Apartment","Private room",1,1,1,12,1,1125,30,"spain","barcelona","2020-07-17",0
"723",1037668,"la Dreta de l'Eixample",41.38903,2.17012,"Loft","Entire home/apt",6,2,3,150,1,1125,0,"spain","barcelona","2020-07-17",4500
